Repo ID,Repo Name,Company Name,Company Website,Country,City,Founded,Raised ($M),Repo Language,Stars BOP,Stars EOP,Stars Growth (x),Date BOP,Date EOP
1034478597,firecrawl/open-lovable,Firecrawl,firecrawl.dev,United States,San Francisco,2020,17.60,TypeScript,393,21589,21.59,2025-08-09,2025-11-07
1008726722,coze-dev/coze-studio,Coze,coze.com,United States,"Mountain View, CA",2023,75.00,TypeScript,2,18097,18.10,2025-07-25,2025-10-23
1032808806,usestrix/strix,Strix,strix.ai,United States,San Francisco,2024,,Python,973,17143,17.14,2025-09-10,2025-12-09
987670088,charmbracelet/crush,Charm,charm.land,United States,New York,2019,9.90,Go,151,14288,14.29,2025-07-30,2025-10-28
1016423859,sapientinc/HRM,Sapient,sapient.inc,Singapore,Singapore,2024,22.00,Python,833,11439,11.44,2025-07-26,2025-10-24
1025381911,MemoriLabs/Memori,Memori Labs,memorilabs.ai,United States,New York,2024,3.70,Python,951,11076,11.08,2025-09-19,2025-12-18
926709003,bytebot-ai/bytebot,Bytebot,bytebot.ai,United States,San Francisco,2024,,TypeScript,1001,9487,9.48,2025-08-12,2025-11-10
1032248449,KittenML/KittenTTS,Stellon Labs,stellonlabs.com,United States,"Sacramento, CA",2025,0.50,Python,648,9047,9.05,2025-08-06,2025-11-04
964395174,dyad-sh/dyad,Dyad,dyad.sh,United States,"San Jose, CA",2025,,TypeScript,1676,14996,8.95,2025-07-03,2025-10-01
722597620,rustfs/rustfs,RustFS,rustfs.com,United States,"Atlanta, GA",2023,,Rust,839,8718,8.72,2025-07-06,2025-10-04
1022907328,boson-ai/higgs-audio,BosonAI,boson.ai,United States,"Santa Clara, CA",2023,,Python,975,7479,7.48,2025-07-23,2025-10-21
838542536,humanlayer/humanlayer,humanlayer,humanlayer.dev,United States,"San Francisco, CA",2023,0.50,TypeScript,1015,6557,6.46,2025-08-01,2025-10-30
1012750745,pickle-com/glass,Pickle,pickle.com,United States,San Francisco,2024,6.00,JavaScript,3,6407,6.41,2025-07-03,2025-10-01
1006414368,OpenCut-app/OpenCut,OpenCut,opencut.app,,,2025,,TypeScript,6437,40224,6.25,2025-07-03,2025-10-01
946087422,Kilo-Org/kilocode,Kilo Code,kilocode.ai,United States,"Wilmington, DE",2025,8.00,TypeScript,1827,10648,5.83,2025-07-03,2025-10-01
1002125012,BloopAI/vibe-kanban,Bloop,bloop.ai,United Kingdom,London,2021,7.43,Rust,988,5505,5.51,2025-07-14,2025-10-12
1040397982,automazeio/ccpm,Automaze,automaze.io,United Kingdom,London,2023,,Shell,749,5462,5.46,2025-08-21,2025-11-19
994252890,11cafe/jaaz,Jaaz,jaaz.app,United States,,2023,,TypeScript,984,4876,4.88,2025-07-05,2025-10-03
1005359642,superdesigndev/superdesign,Superdesign,superdesign.dev,Australia,Sydney,2025,,TypeScript,982,4734,4.73,2025-07-22,2025-10-20
758197374,emcie-co/parlant,Emcie,emcie.co,Israel,Tel Aviv,2023,,Python,3451,16091,4.66,2025-08-15,2025-11-13
